gender,age,senior_citizen,dependents,number_of_dependents,married,city,phone_service,internet_service,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,contract,paperless_billing,payment_method,monthly_charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,tenure,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,referred_a_friend,number_of_referrals,satisfaction_score,cltv,customer_status,churn_score,churn_value,churn_category,churn_reason
Female,60,No,No,0,No,Chester,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,20.0,47.46,109.2,0.0,0,284.76,393.96,6,No,0,No,No Offer,No,0,3,3142,Stayed,53,0,Not Applicable,
Female,54,No,No,0,Yes,Bakersfield,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Electronic check,19.7,3.28,1140.05,0.0,0,180.4,1320.45,55,No,0,No,Offer B,Yes,8,3,4888,Stayed,28,0,Not Applicable,
Female,64,No,Yes,3,Yes,Pomona,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Bank transfer (automatic),25.2,39.3,1787.35,0.0,0,2829.6,4616.95,72,Yes,0,No,Offer A,Yes,1,3,4382,Stayed,31,0,Not Applicable,
Female,42,No,No,0,No,Sacramento,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.2,14.32,156.85,0.0,0,114.56,271.41,8,No,0,No,No Offer,No,0,3,2879,Stayed,42,0,Not Applicable,
Female,48,No,No,0,No,Pollock Pines,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,87.05,45.59,762.1,0.0,0,364.72,1126.82,8,Yes,8,Yes,Offer E,No,0,1,2545,Churned,69,1,Price,Price too high
Female,57,No,No,0,Yes,Aptos,Yes,No,No,No,No,No,No,No,No,No,One Year,Yes,Bank transfer (automatic),20.85,7.91,1327.4,0.0,0,529.97,1857.37,67,No,0,No,Offer A,Yes,5,5,5972,Stayed,71,0,Not Applicable,
Female,28,No,Yes,2,Yes,Modesto,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Bank transfer (automatic),20.2,42.49,1412.65,0.0,0,2931.81,4344.46,69,No,0,No,No Offer,Yes,5,5,5267,Stayed,34,0,Not Applicable,
Male,25,No,Yes,1,Yes,Soulsbyville,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL,One Year,Yes,Electronic check,54.3,0.0,2317.1,0.0,10,0.0,2327.1,44,No,69,No,No Offer,Yes,1,5,3423,Stayed,39,0,Not Applicable,
Male,45,No,No,0,No,Fresno,Yes,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,No,Mailed check,44.4,32.44,44.4,0.0,0,32.44,76.84,1,No,12,Yes,Offer E,No,0,1,3522,Churned,89,1,Competitor,Competitor had better devices
Female,80,Yes,No,0,Yes,Los Alamos,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed check,20.85,22.86,20.85,0.0,0,22.86,43.71,1,No,0,No,Offer E,Yes,1,3,3817,Churned,90,1,Attitude,Attitude of support person
Female,50,No,No,0,Yes,Hughson,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),79.3,37.6,2015.8,0.0,0,977.6,2993.4,26,Yes,10,Yes,No Offer,Yes,5,3,5168,Stayed,54,0,Not Applicable,
Male,29,No,No,0,Yes,Huntington Beach,Yes,Yes,No,Yes,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,86.3,40.25,3266.0,0.0,0,1569.75,4835.75,39,No,19,Yes,Offer C,Yes,5,1,3364,Churned,91,1,Competitor,Competitor had better devices
Male,47,No,No,0,No,Three Rivers,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,92.9,27.8,1337.45,0.0,0,389.2,1726.65,14,No,17,Yes,Offer D,No,0,3,4296,Stayed,38,0,Not Applicable,
Female,68,Yes,No,0,No,Blue Lake,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,79.5,45.77,4370.25,0.0,0,2471.58,6841.83,54,Yes,10,Yes,No Offer,No,0,1,5684,Churned,78,1,Attitude,Attitude of support person
Male,56,No,No,0,No,Crows Landing,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,98.7,45.46,4920.55,0.0,0,2227.54,7148.09,49,Yes,27,Yes,Offer B,No,0,3,6148,Stayed,79,0,Not Applicable,
Male,53,No,No,0,Yes,Agoura Hills,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,No,Bank transfer (automatic),108.65,41.88,6937.95,0.0,0,2722.2,9660.15,65,Yes,7,Yes,No Offer,No,0,1,6120,Churned,79,1,Attitude,Attitude of support person
Male,34,No,No,0,Yes,Richmond,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,DSL,One Year,No,Credit card (automatic),69.0,32.11,2669.45,0.0,0,1220.18,3889.63,38,Yes,16,Yes,Offer C,Yes,2,4,4487,Stayed,23,0,Not Applicable,
Female,26,No,No,0,No,Walnut Creek,Yes,Yes,No,No,No,No,No,No,Yes,Fiber Optic,Month-to-Month,No,Electronic check,68.95,30.73,119.75,0.0,0,61.46,181.21,2,No,39,Yes,No Offer,No,0,1,5225,Churned,84,1,Competitor,Competitor had better devices
Male,48,No,Yes,3,Yes,Sun Valley,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,110.6,40.36,6586.85,36.38,80,2421.6,9052.07,60,Yes,76,No,No Offer,Yes,1,3,5756,Stayed,22,0,Not Applicable,
Male,29,No,No,0,Yes,Cayucos,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),112.55,3.41,7806.5,0.0,0,235.29,8041.79,69,Yes,41,Yes,Offer A,Yes,9,4,5532,Stayed,52,0,Not Applicable,
Male,37,No,Yes,3,Yes,Meadow Vista,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,106.15,3.67,7475.1,0.0,0,256.9,7732.0,70,No,28,Yes,No Offer,Yes,7,4,4649,Stayed,50,0,Not Applicable,
Male,51,No,No,0,No,Avalon,Yes,Yes,No,No,No,No,No,Yes,Yes,DSL,Month-to-Month,Yes,Electronic check,55.9,17.7,238.5,0.0,0,70.8,309.3,4,No,22,Yes,No Offer,No,0,3,3545,Stayed,25,0,Not Applicable,
Female,33,No,No,0,No,Wilseyville,Yes,Yes,No,Yes,No,No,No,No,No,DSL,One Year,Yes,Mailed check,54.25,21.03,773.2,0.0,0,294.42,1067.62,14,Yes,7,Yes,Offer D,No,0,5,4423,Stayed,44,0,Not Applicable,
Female,26,No,No,0,No,Cotati,Yes,Yes,No,No,Yes,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,74.9,35.25,74.9,0.0,0,35.25,110.15,1,No,30,Yes,No Offer,No,0,1,5919,Churned,73,1,Competitor,Competitor had better devices
Male,35,No,Yes,3,Yes,Albany,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Bank transfer (automatic),85.45,22.83,6029.9,0.0,0,1620.93,7650.83,71,No,53,Yes,Offer A,Yes,9,3,5394,Stayed,44,0,Not Applicable,
Male,40,No,No,0,No,Covina,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),102.1,49.42,7149.35,0.0,0,3360.56,10509.91,68,Yes,7,Yes,No Offer,No,0,3,5228,Stayed,62,0,Not Applicable,
Female,67,Yes,No,0,No,Wrightwood,Yes,Yes,No,No,No,No,No,Yes,No,DSL,Month-to-Month,Yes,Mailed check,61.6,27.11,1174.35,0.0,0,542.2,1716.55,20,Yes,27,Yes,No Offer,No,0,1,3866,Churned,85,1,Price,Long distance charges
Male,53,No,No,0,No,Thornton,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,84.4,21.97,556.35,0.0,0,131.82,688.17,6,No,9,Yes,No Offer,No,0,3,4539,Churned,77,1,Dissatisfaction,Service dissatisfaction
Female,78,Yes,No,0,Yes,Laytonville,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Fiber Optic,Two Year,Yes,Electronic check,99.4,12.26,7168.25,0.0,0,870.46,8038.71,71,No,3,Yes,Offer A,Yes,2,3,4964,Stayed,29,0,Not Applicable,
Male,59,No,Yes,3,Yes,Pixley,Yes,No,No,No,No,No,No,No,No,No,Two Year,Yes,Credit card (automatic),25.3,38.55,1672.35,0.0,0,2544.3,4216.65,66,Yes,0,No,No Offer,Yes,5,5,5617,Stayed,46,0,Not Applicable,
Female,24,No,No,0,No,Westlake Village,Yes,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Bank transfer (automatic),50.55,22.07,235.65,0.0,0,88.28,323.93,4,No,41,Yes,No Offer,No,0,4,4164,Stayed,78,0,Not Applicable,
Male,53,No,Yes,2,No,Stockton,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Bank transfer (automatic),19.1,39.29,1001.5,0.0,0,2160.95,3162.45,55,No,0,No,Offer B,No,0,5,4391,Stayed,66,0,Not Applicable,
Male,48,No,Yes,1,Yes,Woodland Hills,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),24.1,19.64,1734.65,0.0,0,1414.08,3148.73,72,Yes,0,No,No Offer,No,0,4,4264,Stayed,23,0,Not Applicable,
Female,39,No,Yes,2,Yes,Thermal,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,20.45,14.6,357.0,0.0,0,262.8,619.8,18,No,0,No,No Offer,Yes,8,4,2047,Stayed,71,0,Not Applicable,
Male,51,No,No,0,Yes,Chula Vista,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),95.7,3.81,2338.35,0.0,0,95.25,2433.6,25,No,8,Yes,No Offer,Yes,7,5,4535,Stayed,34,0,Not Applicable,
Female,41,No,No,0,No,Lagunitas,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL,One Year,Yes,Mailed check,80.75,33.83,3208.65,0.0,0,1353.2,4561.85,40,Yes,19,Yes,No Offer,No,0,4,2047,Stayed,27,0,Not Applicable,
Female,30,No,No,0,Yes,Montclair,Yes,No,No,No,No,No,No,No,No,No,Two Year,Yes,Credit card (automatic),24.25,8.21,1732.95,0.0,0,582.91,2315.86,71,Yes,0,No,No Offer,Yes,1,5,5409,Stayed,59,0,Not Applicable,
Female,53,No,No,0,No,Dunsmuir,No,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Credit card (automatic),25.1,0.0,712.85,0.0,0,0.0,712.85,29,No,22,Yes,No Offer,No,0,1,2796,Churned,81,1,Competitor,Competitor offered higher download speeds
Male,73,Yes,No,0,Yes,Chualar,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber Optic,One Year,No,Bank transfer (automatic),90.1,32.03,2656.7,0.0,0,928.87,3585.57,29,No,16,Yes,No Offer,Yes,10,3,3553,Stayed,55,0,Not Applicable,
Female,42,No,Yes,1,Yes,Glendora,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,No,Credit card (automatic),115.1,20.01,7008.15,0.0,0,1220.61,8228.76,61,Yes,12,Yes,Offer B,Yes,3,3,6090,Stayed,38,0,Not Applicable,
Female,38,No,No,0,Yes,Chatsworth,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank transfer (automatic),20.1,32.86,43.15,0.0,0,65.72,108.87,2,No,0,No,No Offer,Yes,9,3,4158,Joined,26,0,Not Applicable,
Male,45,No,Yes,2,Yes,Callahan,Yes,Yes,Yes,Yes,Yes,No,No,No,No,DSL,Two Year,Yes,Bank transfer (automatic),59.8,22.74,3457.45,35.01,0,1273.44,4695.88,56,No,13,Yes,Offer B,Yes,1,3,4964,Stayed,72,0,Not Applicable,
Male,55,No,Yes,3,No,San Fernando,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),78.3,31.93,1033.95,0.0,150,415.09,1599.04,13,No,22,No,Offer D,No,0,3,5566,Stayed,26,0,Not Applicable,
Female,65,Yes,No,0,No,Vista,Yes,Yes,No,No,Yes,No,No,No,No,Fiber Optic,Two Year,No,Credit card (automatic),75.5,24.96,637.4,0.0,0,224.64,862.04,9,No,9,Yes,No Offer,No,0,3,3021,Stayed,30,0,Not Applicable,
Male,46,No,Yes,2,Yes,Lancaster,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,DSL,Two Year,No,Credit card (automatic),49.65,0.0,305.55,0.0,0,0.0,305.55,7,No,28,Yes,No Offer,Yes,4,3,2750,Stayed,60,0,Not Applicable,
Female,77,Yes,No,0,No,Sheridan,Yes,Yes,No,No,No,No,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,93.85,19.27,170.85,0.0,0,38.54,209.39,2,Yes,18,Yes,No Offer,No,0,3,4193,Churned,72,1,Other,Poor expertise of online support
Male,62,No,No,0,No,Upland,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Fiber Optic,One Year,Yes,Electronic check,89.55,45.22,3729.75,0.0,0,1854.02,5583.77,41,No,15,Yes,Offer B,No,0,3,5549,Stayed,66,0,Not Applicable,
Male,74,Yes,No,0,No,Santa Ana,Yes,Yes,No,Yes,No,Yes,No,No,No,DSL,Two Year,No,Bank transfer (automatic),59.6,14.78,2754.0,0.0,0,694.66,3448.66,47,Yes,10,Yes,No Offer,No,0,3,3155,Stayed,33,0,Not Applicable,
Male,62,No,No,0,No,Berkeley,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Mailed check,19.7,24.57,625.05,0.0,0,737.1,1362.15,30,No,0,No,No Offer,No,0,4,3302,Stayed,59,0,Not Applicable,
Male,71,Yes,No,0,No,Birds Landing,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,99.05,20.83,3395.8,0.0,120,729.05,4244.85,35,Yes,19,No,No Offer,No,0,1,2074,Churned,82,1,Other,Don't know
Female,52,No,No,0,No,Los Angeles,No,Yes,Yes,No,No,Yes,No,Yes,Yes,DSL,One Year,No,Bank transfer (automatic),44.1,0.0,2369.7,0.0,0,0.0,2369.7,54,No,21,Yes,No Offer,No,0,3,6205,Stayed,32,0,Not Applicable,
Male,74,Yes,No,0,Yes,Los Gatos,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Cable,Month-to-Month,Yes,Credit card (automatic),100.45,28.18,1622.45,0.0,0,479.06,2101.51,17,Yes,16,Yes,No Offer,Yes,1,3,5508,Churned,87,1,Competitor,Competitor offered more data
Male,31,No,Yes,1,Yes,Gonzales,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,No,Credit card (automatic),110.9,45.32,7922.75,0.0,130,3263.04,11315.79,72,Yes,11,No,Offer A,Yes,5,4,6444,Stayed,27,0,Not Applicable,
Male,36,No,No,0,Yes,San Quentin,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,89.25,10.23,2210.2,0.0,0,245.52,2455.72,24,No,8,Yes,No Offer,Yes,2,3,5436,Stayed,77,0,Not Applicable,
Female,42,No,No,0,No,Blythe,Yes,Yes,Yes,No,No,No,Yes,No,No,Cable,One Year,No,Bank transfer (automatic),64.65,37.18,2347.85,0.0,0,1375.66,3723.51,37,Yes,9,Yes,No Offer,No,0,3,5255,Stayed,45,0,Not Applicable,
Female,60,No,Yes,2,Yes,Somes Bar,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Bank transfer (automatic),20.2,18.64,1027.25,0.0,0,894.72,1921.97,48,No,0,No,Offer B,Yes,6,5,3828,Stayed,33,0,Not Applicable,
Female,44,No,No,0,No,San Clemente,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,No,Electronic check,104.0,1.85,7028.5,0.0,0,127.65,7156.15,69,Yes,13,Yes,No Offer,No,0,5,5902,Stayed,63,0,Not Applicable,
Male,56,No,No,0,Yes,Lincoln,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Cable,Month-to-Month,Yes,Credit card (automatic),66.4,25.3,2019.8,0.0,0,784.3,2804.1,31,No,28,Yes,Offer C,Yes,7,4,3282,Stayed,79,0,Not Applicable,
Male,26,No,Yes,2,Yes,San Jose,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Bank transfer (automatic),85.4,17.52,3297.0,0.0,0,665.76,3962.76,38,Yes,59,Yes,Offer C,Yes,6,4,5292,Stayed,51,0,Not Applicable,
Female,64,No,No,0,No,Goodyears Bar,No,Yes,No,No,Yes,No,No,Yes,Yes,Cable,Month-to-Month,Yes,Credit card (automatic),40.2,0.0,1478.85,0.0,0,0.0,1478.85,37,No,6,Yes,Offer C,No,0,5,5924,Stayed,20,0,Not Applicable,
Male,70,Yes,No,0,Yes,Napa,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Two Year,Yes,Electronic check,70.2,6.03,280.35,30.75,0,24.12,273.72,4,No,8,Yes,No Offer,Yes,5,5,4444,Stayed,53,0,Not Applicable,
Female,41,No,No,0,Yes,San Pedro,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,103.15,33.22,4594.65,0.0,130,1528.12,6252.77,46,Yes,29,No,Offer B,Yes,3,3,3517,Stayed,32,0,Not Applicable,
Male,59,No,No,0,No,Vallejo,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,20.0,34.39,417.7,0.0,0,722.19,1139.89,21,No,0,No,Offer D,No,0,3,2366,Stayed,47,0,Not Applicable,
Male,55,No,No,0,No,Fresno,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,106.4,17.17,4040.65,0.0,0,669.63,4710.28,39,Yes,30,Yes,Offer C,No,0,4,4111,Stayed,66,0,Not Applicable,
Female,45,No,No,0,No,Berkeley,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Cable,One Year,No,Credit card (automatic),79.85,12.69,1387.35,0.0,0,215.73,1603.08,17,No,22,Yes,No Offer,No,0,3,5574,Stayed,42,0,Not Applicable,
Male,47,No,No,0,No,Redwood Valley,Yes,Yes,Yes,Yes,No,No,Yes,No,No,DSL,Two Year,Yes,Bank transfer (automatic),65.3,18.74,3512.9,0.0,0,1011.96,4524.86,54,No,16,Yes,No Offer,No,0,3,4556,Stayed,61,0,Not Applicable,
Female,19,No,No,0,Yes,Benicia,Yes,Yes,No,Yes,No,No,No,No,No,Cable,Month-to-Month,No,Mailed check,50.85,12.59,466.6,0.0,0,113.31,579.91,9,No,76,Yes,No Offer,Yes,4,4,4623,Stayed,26,0,Not Applicable,
Female,23,No,No,0,No,Canyon Country,Yes,Yes,No,No,No,No,No,No,Yes,DSL,Month-to-Month,No,Mailed check,45.95,5.12,45.95,0.0,0,5.12,51.07,1,No,30,Yes,Offer E,No,0,2,4888,Churned,69,1,Attitude,Attitude of support person
Male,34,No,No,0,Yes,El Dorado Hills,Yes,Yes,No,No,Yes,Yes,No,No,No,Cable,Month-to-Month,Yes,Mailed check,55.8,4.19,154.55,0.0,0,12.57,167.12,3,No,6,Yes,Offer E,Yes,2,4,2662,Joined,48,0,Not Applicable,
Female,60,No,No,0,No,Moss Beach,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),111.95,44.57,7795.95,0.0,0,3119.9,10915.85,70,Yes,26,Yes,Offer A,No,0,4,4182,Stayed,25,0,Not Applicable,
Male,31,No,No,0,No,Clarksburg,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),105.4,49.98,5643.4,0.0,0,2698.92,8342.32,54,No,26,Yes,Offer B,No,0,1,4406,Churned,87,1,Dissatisfaction,Product dissatisfaction
Male,69,Yes,No,0,Yes,Torrance,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,101.9,7.94,5549.4,0.0,0,420.82,5970.22,53,Yes,6,Yes,Offer B,Yes,1,1,5884,Churned,94,1,Price,Price too high
Female,57,No,No,0,Yes,Palm Springs,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Bank transfer (automatic),19.55,21.14,608.5,0.0,0,634.2,1242.7,30,No,0,No,No Offer,Yes,1,3,5203,Stayed,50,0,Not Applicable,
Male,71,Yes,No,0,No,Tarzana,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Fiber Optic,One Year,Yes,Electronic check,99.0,5.87,4744.35,0.0,0,281.76,5026.11,48,Yes,2,Yes,No Offer,No,0,4,3061,Stayed,78,0,Not Applicable,
Male,64,No,Yes,1,Yes,San Luis Obispo,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),20.05,20.96,1263.9,0.0,0,1299.52,2563.42,62,No,0,No,Offer B,Yes,5,5,6444,Stayed,63,0,Not Applicable,
Female,28,No,No,0,No,San Diego,Yes,Yes,No,No,No,No,No,No,Yes,Cable,Month-to-Month,Yes,Mailed check,45.3,39.94,45.3,0.0,0,39.94,85.24,1,No,59,Yes,No Offer,No,0,1,3049,Churned,69,1,Competitor,Competitor made better offer
Female,66,Yes,No,0,Yes,Chico,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Fiber Optic,One Year,Yes,Electronic check,106.25,18.69,6979.8,0.0,0,1214.85,8194.65,65,Yes,30,Yes,No Offer,Yes,1,1,5965,Churned,69,1,Competitor,Competitor made better offer
Female,77,Yes,Yes,2,Yes,Edwards,Yes,Yes,No,No,Yes,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),78.1,17.66,864.85,0.0,0,194.26,1059.11,11,Yes,13,Yes,No Offer,Yes,8,5,2333,Stayed,50,0,Not Applicable,
Male,59,No,No,0,Yes,Capay,Yes,No,No,No,No,No,No,No,No,No,One Year,Yes,Electronic check,20.35,45.03,1359.5,0.0,0,2971.98,4331.48,66,No,0,No,Offer A,Yes,9,5,4845,Stayed,22,0,Not Applicable,
Female,75,Yes,No,0,No,San Francisco,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,79.4,41.9,205.05,0.0,0,125.7,330.75,3,Yes,11,Yes,No Offer,No,0,1,3501,Churned,91,1,Dissatisfaction,Product dissatisfaction
Male,25,No,No,0,No,Artesia,No,Yes,No,No,No,Yes,No,Yes,Yes,Cable,Month-to-Month,Yes,Electronic check,40.6,0.0,1494.5,0.0,0,0.0,1494.5,39,No,26,Yes,Offer C,No,0,5,4436,Stayed,58,0,Not Applicable,
Female,46,No,No,0,No,Termo,No,Yes,Yes,No,Yes,No,No,No,No,DSL,Month-to-Month,No,Mailed check,35.0,0.0,135.75,0.0,50,0.0,185.75,4,No,26,No,No Offer,No,0,4,3523,Stayed,70,0,Not Applicable,
Male,63,No,No,0,Yes,Alta,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL,Month-to-Month,Yes,Electronic check,74.15,49.39,741.4,0.0,0,592.68,1334.08,12,No,5,Yes,No Offer,Yes,7,4,5426,Stayed,52,0,Not Applicable,
Female,57,No,Yes,1,Yes,Pomona,No,Yes,Yes,Yes,No,No,No,No,No,Cable,Month-to-Month,Yes,Electronic check,35.15,0.0,1051.05,0.0,0,0.0,1051.05,32,No,14,Yes,No Offer,Yes,3,4,3163,Stayed,77,0,Not Applicable,
Female,35,No,No,0,No,Sacramento,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,98.75,37.69,2407.3,0.0,0,904.56,3311.86,24,Yes,18,Yes,No Offer,No,0,1,4016,Churned,85,1,Competitor,Competitor had better devices
Male,48,No,No,0,Yes,Arbuckle,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Fiber Optic,One Year,Yes,Bank transfer (automatic),95.0,31.13,6602.9,0.0,0,2179.1,8782.0,70,Yes,16,Yes,No Offer,Yes,5,4,6259,Stayed,65,0,Not Applicable,
Female,62,No,No,0,No,Burbank,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),20.25,42.36,1566.9,0.0,0,3049.92,4616.82,72,No,0,No,No Offer,No,0,4,5733,Stayed,49,0,Not Applicable,
Female,22,No,No,0,No,Lodi,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit card (automatic),25.4,45.84,399.6,0.0,0,687.6,1087.2,15,Yes,0,No,Offer D,No,0,1,2853,Churned,86,1,Attitude,Attitude of support person
Female,22,No,Yes,2,Yes,Los Angeles,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,DSL,Month-to-Month,No,Mailed check,74.55,44.9,1215.8,0.0,0,763.3,1979.1,17,No,47,Yes,Offer D,Yes,8,3,4451,Stayed,22,0,Not Applicable,
Female,26,No,No,0,No,Cantua Creek,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),103.35,19.68,847.3,0.0,0,157.44,1004.74,8,Yes,41,Yes,Offer E,No,0,1,2363,Churned,71,1,Competitor,Competitor offered more data
Male,43,No,No,0,Yes,Woody,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Mailed check,24.4,23.18,203.95,0.0,0,185.44,389.39,8,Yes,0,No,No Offer,Yes,6,5,2028,Stayed,35,0,Not Applicable,
Male,37,No,No,0,Yes,Rocklin,No,Yes,No,No,Yes,No,Yes,No,No,Cable,One Year,Yes,Credit card (automatic),38.1,0.0,970.4,0.0,100,0.0,1070.4,25,No,24,No,No Offer,Yes,10,5,2315,Stayed,72,0,Not Applicable,
Male,55,No,Yes,3,Yes,Oakland,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit card (automatic),20.05,13.83,218.5,0.0,0,138.3,356.8,10,No,0,No,No Offer,Yes,7,4,2049,Stayed,23,0,Not Applicable,
Male,30,No,No,0,No,Fontana,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,20.05,11.1,20.05,0.0,0,11.1,31.15,1,No,0,No,No Offer,No,0,4,2313,Joined,49,0,Not Applicable,
Female,21,No,No,0,Yes,Studio City,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),26.45,22.22,1914.5,0.0,0,1599.84,3514.34,72,Yes,0,No,Offer A,Yes,1,4,5534,Stayed,55,0,Not Applicable,
Male,24,No,No,0,Yes,Canoga Park,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,DSL,One Year,Yes,Credit card (automatic),71.9,48.1,3173.35,0.0,0,2068.3,5241.65,43,Yes,51,Yes,Offer B,Yes,5,3,4106,Stayed,23,0,Not Applicable,
Female,25,No,No,0,Yes,Idyllwild,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,Yes,Bank transfer (automatic),83.7,16.05,6096.9,0.0,0,1155.6,7252.5,72,No,46,Yes,No Offer,Yes,9,3,4592,Stayed,36,0,Not Applicable,
Female,31,No,No,0,Yes,Escondido,Yes,Yes,Yes,No,No,No,No,No,No,DSL,One Year,No,Mailed check,48.6,30.07,422.3,20.45,0,270.63,672.48,9,No,30,Yes,Offer E,Yes,9,3,4562,Stayed,46,0,Not Applicable,
