gender,age,senior_citizen,dependents,number_of_dependents,city,phone_service,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,contract,paperless_billing,payment_method,monthly_charges,avg_monthly_long_distance_charges,tenure,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,number_of_referrals,satisfaction_score,cltv,churn_score,churn_value
Male,53,No,No,0,Valley Center,Yes,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed check,19.8,16.13,15,No,0,No,No Offer,0,5,2681,73,0
Male,36,No,Yes,3,Richgrove,Yes,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,24.35,4.89,71,Yes,0,No,No Offer,0,4,4155,60,0
Male,71,Yes,No,0,Los Angeles,Yes,No,No,No,No,No,No,No,Fiber Optic,Two Year,Yes,Electronic check,70.55,30.49,27,No,16,Yes,Offer C,0,3,2534,65,0
Male,28,No,No,0,Laton,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,20.7,45.37,4,No,0,No,No Offer,0,5,4676,76,0
Female,25,No,No,0,Los Angeles,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,20.1,8.82,12,No,0,No,Offer D,0,4,5179,32,0
Male,51,No,Yes,2,Glendale,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),84.5,25.73,8,Yes,19,Yes,Offer E,0,2,2152,86,1
Female,76,Yes,No,0,Pleasanton,Yes,No,Yes,No,No,No,No,No,Cable,Month-to-Month,Yes,Bank transfer (automatic),80.6,33.19,33,Yes,15,Yes,No Offer,1,2,3601,72,1
Female,27,No,Yes,1,Gustine,Yes,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,19.85,3.41,52,No,0,No,Offer B,1,4,5432,43,0
Female,49,No,No,0,Burson,Yes,Yes,Yes,No,Yes,No,No,No,Cable,Two Year,No,Bank transfer (automatic),59.85,41.4,60,No,21,Yes,Offer B,7,3,4029,54,0
Male,80,Yes,No,0,Carlsbad,No,No,Yes,Yes,Yes,Yes,No,No,DSL,Two Year,Yes,Electronic check,50.0,0.0,33,No,4,Yes,No Offer,1,3,5600,65,0
Female,29,No,Yes,5,Upper Lake,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Electronic check,19.25,25.1,1,No,0,No,Offer E,9,4,2053,27,0
Male,37,No,No,0,San Jose,Yes,No,No,No,Yes,No,No,No,DSL,Month-to-Month,No,Mailed check,50.05,23.01,6,No,13,No,Offer E,0,5,3929,34,0
Female,50,No,No,0,San Diego,Yes,No,No,No,No,Yes,Yes,Yes,DSL,One Year,Yes,Credit card (automatic),70.15,42.1,54,Yes,12,Yes,No Offer,1,3,4596,95,1
Female,74,Yes,No,0,El Monte,No,No,No,Yes,No,No,Yes,No,Cable,Month-to-Month,Yes,Credit card (automatic),40.65,0.0,24,No,29,Yes,Offer C,1,1,3843,85,1
Female,37,No,Yes,1,Lakeside,Yes,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed check,19.85,9.04,35,No,0,No,No Offer,5,3,4177,46,0
Female,53,No,No,0,Hesperia,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,DSL,Two Year,Yes,Credit card (automatic),82.65,17.28,72,Yes,11,Yes,Offer A,7,3,4324,42,0
Male,19,No,No,0,San Ardo,Yes,Yes,Yes,Yes,Yes,No,No,No,Fiber Optic,One Year,Yes,Credit card (automatic),90.65,36.78,43,No,59,Yes,Offer B,0,3,2496,27,0
Male,63,No,No,0,Gardena,No,No,No,Yes,Yes,No,Yes,Yes,DSL,One Year,No,Electronic check,44.15,0.0,43,No,11,Yes,Offer B,0,4,2522,42,0
Female,47,No,Yes,2,Richvale,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Credit card (automatic),69.95,1.38,5,No,16,Yes,No Offer,1,3,3850,73,0
Female,70,Yes,No,0,Sacramento,Yes,No,Yes,Yes,No,No,Yes,Yes,Fiber Optic,One Year,No,Credit card (automatic),89.15,35.39,44,No,19,Yes,Offer B,0,4,4368,27,0
Male,77,Yes,No,0,Lewiston,Yes,No,No,No,No,No,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,80.45,6.97,12,No,19,Yes,Offer D,1,2,5374,69,1
Male,38,No,Yes,3,Pico Rivera,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Fiber Optic,One Year,No,Electronic check,95.95,33.74,53,No,56,Yes,Offer B,0,3,4523,61,0
Female,33,No,No,0,Oakland,Yes,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed check,19.5,13.98,23,No,0,No,Offer D,0,4,5652,42,0
Female,42,No,No,0,Mountain View,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Bank transfer (automatic),94.0,32.29,62,Yes,26,Yes,Offer B,0,3,4778,25,0
Male,42,No,Yes,2,Aptos,Yes,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,20.6,8.55,27,No,0,No,No Offer,0,4,2924,56,0
Female,64,No,No,0,Carpinteria,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,No,Mailed check,48.85,13.58,15,Yes,19,Yes,No Offer,0,4,3762,78,0
Female,24,No,No,0,Watsonville,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),24.6,36.5,69,Yes,0,No,Offer A,0,5,5294,66,0
Male,41,No,No,0,Borrego Springs,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Credit card (automatic),74.45,34.8,3,No,5,No,No Offer,0,5,3956,61,0
Female,52,No,No,0,Rialto,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,74.7,21.91,1,No,8,Yes,No Offer,0,1,5980,80,1
Female,25,No,No,0,Birds Landing,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,One Year,No,Electronic check,98.9,8.39,70,Yes,59,Yes,Offer A,0,5,5980,20,0
Female,80,Yes,No,0,La Canada Flintridge,Yes,No,No,No,No,Yes,Yes,No,Fiber Optic,Two Year,Yes,Electronic check,91.5,39.57,15,No,16,Yes,No Offer,0,3,4173,41,0
Female,52,No,Yes,3,La Habra,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber Optic,One Year,Yes,Bank transfer (automatic),100.25,3.04,67,Yes,30,Yes,Offer A,10,3,5588,64,0
Female,42,No,No,0,Carmel By The Sea,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),110.5,5.68,64,Yes,24,No,No Offer,0,5,5718,64,0
Female,63,No,Yes,1,Annapolis,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,105.15,47.48,45,Yes,20,Yes,No Offer,9,4,5915,22,0
Female,39,No,Yes,2,Stevenson Ranch,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,70.15,29.4,4,No,17,Yes,No Offer,0,2,2227,67,1
Female,31,No,No,0,Santa Barbara,No,Yes,No,No,Yes,Yes,Yes,Yes,DSL,One Year,Yes,Bank transfer (automatic),54.55,0.0,40,No,28,No,Offer B,0,3,3533,74,0
Female,47,No,No,0,Downey,Yes,No,Yes,Yes,Yes,Yes,No,No,Fiber Optic,Two Year,Yes,Mailed check,95.5,29.54,48,No,29,Yes,No Offer,0,2,2459,90,1
Male,55,No,No,0,Murrieta,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),104.8,35.58,40,Yes,8,Yes,No Offer,0,1,3492,88,1
Female,47,No,No,0,Carmichael,Yes,No,No,No,Yes,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,88.35,12.67,18,Yes,23,Yes,No Offer,0,3,5727,96,1
Female,62,No,Yes,3,Dos Rios,Yes,No,Yes,No,No,No,No,No,DSL,Month-to-Month,No,Electronic check,55.75,12.41,8,Yes,53,Yes,Offer E,1,4,5681,38,0
Female,30,No,Yes,1,Cool,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Bank transfer (automatic),89.0,33.24,70,Yes,51,Yes,No Offer,3,3,5650,46,0
Female,26,No,Yes,3,Newark,Yes,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed check,19.95,49.9,38,No,0,No,Offer C,7,4,3614,75,0
Female,21,No,Yes,3,Solana Beach,Yes,No,No,Yes,No,No,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,90.15,19.9,51,Yes,59,Yes,Offer B,4,3,5692,22,0
Female,34,No,Yes,1,Los Angeles,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),99.1,3.96,15,No,20,Yes,No Offer,0,1,2966,82,1
Male,53,No,Yes,3,Bakersfield,Yes,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,19.6,2.68,9,No,0,No,Offer E,9,3,4406,65,0
Female,23,No,No,0,Orleans,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank transfer (automatic),18.75,4.92,2,No,0,No,No Offer,0,4,5355,23,0
Female,33,No,No,0,San Diego,Yes,No,No,Yes,Yes,No,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,87.1,32.46,4,Yes,3,Yes,No Offer,0,2,5587,80,1
Male,49,No,Yes,2,Arcadia,Yes,No,No,No,No,No,No,No,No,Two Year,Yes,Credit card (automatic),25.1,27.93,72,Yes,0,No,Offer A,7,3,4185,52,0
Female,43,No,No,0,Kirkwood,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),102.5,19.04,48,No,21,Yes,Offer B,0,3,3262,75,0
Male,26,No,No,0,Delano,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,70.8,35.88,17,No,52,Yes,Offer D,0,5,5420,56,0
Male,39,No,No,0,Monte Rio,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,Yes,Bank transfer (automatic),86.1,5.51,71,No,6,Yes,Offer A,7,4,6286,52,0
Male,40,No,No,0,Inglewood,Yes,No,No,No,Yes,Yes,No,No,Cable,Month-to-Month,Yes,Electronic check,89.95,28.65,14,Yes,27,Yes,Offer D,0,2,5463,90,1
Male,61,No,No,0,San Diego,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.1,44.22,1,No,0,No,No Offer,0,4,2091,30,0
Female,52,No,No,0,Heber,Yes,No,No,No,No,No,No,No,No,One Year,No,Credit card (automatic),20.05,26.85,11,No,0,No,No Offer,0,4,5355,48,0
Male,24,No,Yes,3,Hoopa,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Credit card (automatic),65.25,0.0,72,No,51,No,Offer A,9,4,6412,67,0
Male,53,No,No,0,Tulare,Yes,No,No,Yes,No,No,No,No,Fiber Optic,Month-to-Month,No,Electronic check,76.2,35.15,1,No,14,No,No Offer,1,3,5973,83,1
Female,39,No,No,0,Santa Clara,Yes,No,Yes,Yes,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),97.35,24.51,36,Yes,27,Yes,No Offer,3,2,4544,86,1
Male,33,No,Yes,1,Buena Park,Yes,No,Yes,No,Yes,No,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),85.2,48.17,27,Yes,15,No,Offer C,1,3,3796,28,0
Female,30,No,No,0,Alhambra,Yes,No,No,No,No,No,No,No,No,One Year,Yes,Bank transfer (automatic),19.85,28.1,50,No,0,No,No Offer,1,5,4358,39,0
Male,21,No,No,0,Concord,Yes,No,No,No,No,No,No,Yes,DSL,Month-to-Month,No,Credit card (automatic),44.7,32.08,1,No,73,Yes,No Offer,1,3,3700,74,1
Male,52,No,No,0,Bakersfield,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,No,Electronic check,83.15,41.21,35,Yes,6,Yes,No Offer,0,4,2332,65,0
Male,22,No,No,0,Fallbrook,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,86.8,30.61,7,Yes,59,Yes,Offer E,0,2,3780,66,1
Female,50,No,No,0,Ranchita,Yes,No,No,No,No,No,No,No,No,One Year,No,Credit card (automatic),19.05,46.24,53,No,0,No,Offer B,5,5,6160,74,0
Female,24,No,No,0,Gualala,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,No,Mailed check,85.1,20.54,72,No,41,Yes,Offer A,7,4,4147,39,0
Male,60,No,No,0,Berkeley,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,No,Mailed check,50.4,30.44,4,Yes,10,Yes,No Offer,0,1,4399,92,1
Male,62,No,No,0,San Diego,Yes,No,No,Yes,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,78.9,22.57,32,Yes,11,Yes,Offer C,1,3,5949,90,1
Female,50,No,No,0,Gridley,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.05,30.28,25,No,0,No,Offer C,0,5,2692,65,0
Male,56,No,No,0,Carnelian Bay,Yes,No,No,Yes,Yes,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,90.35,6.99,37,No,22,No,No Offer,4,3,3347,76,0
Male,51,No,Yes,3,Tustin,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL,One Year,Yes,Credit card (automatic),82.0,36.71,26,Yes,57,Yes,Offer C,2,4,3973,43,0
Male,41,No,Yes,3,Torrance,Yes,No,Yes,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),89.65,48.08,35,Yes,53,No,No Offer,4,3,2622,34,0
Male,69,Yes,No,0,Redway,Yes,Yes,Yes,No,Yes,Yes,No,No,DSL,One Year,Yes,Bank transfer (automatic),71.0,11.35,71,No,24,Yes,No Offer,10,3,5247,55,0
Female,35,No,No,0,Avila Beach,Yes,Yes,No,Yes,No,No,No,No,Cable,One Year,No,Mailed check,59.0,33.05,28,Yes,7,Yes,No Offer,0,4,4891,67,0
Female,25,No,No,0,Sherman Oaks,Yes,No,No,Yes,No,No,Yes,Yes,DSL,Month-to-Month,Yes,Electronic check,59.45,36.34,15,No,48,Yes,Offer D,0,1,5129,68,1
Male,50,No,No,0,Etna,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Bank transfer (automatic),113.15,27.16,71,Yes,3,Yes,No Offer,8,3,4068,75,0
Male,28,No,No,0,Darwin,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,DSL,Two Year,Yes,Credit card (automatic),80.15,24.08,70,No,46,Yes,Offer A,10,3,5715,70,0
Female,48,No,No,0,La Jolla,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,Yes,Credit card (automatic),80.7,43.61,71,No,27,Yes,No Offer,8,5,5617,24,0
Male,35,No,No,0,Sacramento,Yes,Yes,Yes,No,No,No,Yes,Yes,Fiber Optic,One Year,Yes,Bank transfer (automatic),92.3,24.35,62,Yes,16,Yes,No Offer,0,4,6468,58,0
Male,69,Yes,No,0,Nuevo,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),112.9,30.3,72,Yes,14,No,Offer A,6,3,5569,29,0
Female,44,No,Yes,1,Bass Lake,Yes,No,No,Yes,No,Yes,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),59.8,44.14,14,No,24,Yes,Offer D,0,4,5962,51,0
Female,35,No,Yes,3,Pleasanton,Yes,Yes,No,No,Yes,Yes,Yes,Yes,DSL,Two Year,No,Credit card (automatic),75.35,39.53,70,No,53,Yes,Offer A,9,3,6477,64,0
Male,60,No,Yes,3,Earp,Yes,No,No,No,No,No,No,No,No,One Year,No,Mailed check,20.1,27.34,9,No,0,No,No Offer,0,4,3444,20,0
Female,35,No,Yes,1,Rialto,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,DSL,Two Year,Yes,Bank transfer (automatic),79.5,32.59,72,Yes,14,Yes,Offer A,5,3,4390,78,0
Female,64,No,No,0,Artesia,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),109.25,10.67,63,Yes,23,Yes,No Offer,8,4,5700,78,0
Female,78,Yes,No,0,Indian Wells,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,71.15,24.75,1,No,22,No,Offer E,0,3,5287,85,1
Female,52,No,No,0,Los Angeles,Yes,Yes,Yes,No,No,Yes,No,No,DSL,Two Year,Yes,Credit card (automatic),69.2,29.38,70,Yes,23,No,No Offer,8,3,4715,25,0
Female,41,No,Yes,1,Hickman,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Credit card (automatic),89.75,15.58,72,Yes,20,Yes,Offer A,1,3,5096,60,0
Male,76,Yes,No,0,Travis Afb,Yes,Yes,No,No,No,Yes,No,No,DSL,One Year,No,Bank transfer (automatic),60.9,22.4,8,No,23,Yes,Offer E,9,3,2136,27,0
Female,79,Yes,No,0,San Diego,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,84.65,9.53,42,Yes,17,Yes,No Offer,0,2,4871,90,1
Female,55,No,No,0,Dinuba,Yes,No,Yes,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),90.0,13.65,18,Yes,5,Yes,No Offer,0,1,2708,90,1
Male,36,No,No,0,Los Angeles,Yes,No,Yes,Yes,No,No,Yes,Yes,Fiber Optic,One Year,No,Electronic check,95.3,25.83,66,Yes,24,Yes,No Offer,1,4,5706,49,0
Male,22,No,No,0,Meadow Valley,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Electronic check,75.05,17.98,10,Yes,26,Yes,No Offer,0,4,3399,23,0
Male,56,No,Yes,2,Calexico,No,Yes,No,No,No,Yes,No,No,DSL,One Year,Yes,Credit card (automatic),40.65,0.0,25,No,18,Yes,No Offer,0,3,5079,29,0
Male,54,No,Yes,2,Marysville,Yes,No,Yes,Yes,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),95.95,22.31,45,Yes,19,Yes,No Offer,1,5,5322,63,0
Female,42,No,Yes,3,Lake Elsinore,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-Month,No,Bank transfer (automatic),51.0,44.84,11,No,57,No,No Offer,8,3,5777,49,0
Male,73,Yes,No,0,San Diego,Yes,No,No,No,No,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,93.55,30.17,1,Yes,6,Yes,Offer E,0,1,5536,81,1
Female,31,No,No,0,Oceanside,Yes,No,No,No,No,No,No,No,No,One Year,Yes,Mailed check,19.2,31.02,8,No,0,No,Offer E,0,4,5272,40,0
Female,45,No,No,0,Burnt Ranch,Yes,Yes,Yes,No,Yes,No,No,No,DSL,Two Year,No,Bank transfer (automatic),64.75,15.23,72,Yes,26,Yes,No Offer,7,3,4675,30,0
Female,52,No,Yes,2,West Sacramento,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,DSL,One Year,Yes,Electronic check,79.4,40.48,61,Yes,20,Yes,Offer B,3,3,4666,74,0
Female,63,No,No,0,Rancho Palos Verdes,Yes,No,No,No,Yes,No,No,No,Fiber Optic,Month-to-Month,No,Credit card (automatic),80.05,13.14,35,Yes,6,Yes,Offer C,0,5,3999,31,0
Male,19,No,No,0,Danville,Yes,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed check,19.1,42.49,69,No,0,No,Offer A,0,3,4535,31,0
Male,43,No,No,0,Diamond Bar,No,No,No,No,Yes,Yes,Yes,Yes,DSL,Month-to-Month,Yes,Electronic check,51.7,0.0,59,No,7,Yes,No Offer,0,3,6107,30,0
Male,23,No,Yes,2,Bolinas,Yes,No,No,No,No,No,No,No,No,One Year,No,Credit card (automatic),19.65,22.65,52,No,0,No,No Offer,0,4,4279,34,0
Male,53,No,No,0,Litchfield,Yes,Yes,No,No,Yes,No,No,No,DSL,Month-to-Month,No,Bank transfer (automatic),59.2,33.14,20,Yes,17,No,No Offer,0,3,5924,58,0
Female,28,No,No,0,Mountain Center,Yes,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,20.25,28.46,53,No,0,No,No Offer,0,4,4218,79,0
Female,59,No,Yes,3,Tehachapi,No,No,Yes,No,No,No,Yes,Yes,Cable,Month-to-Month,No,Mailed check,40.3,0.0,3,No,53,Yes,Offer E,6,4,5651,65,0
Male,53,No,No,0,San Jose,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,70.15,39.17,13,No,10,No,Offer D,0,5,4599,30,0
Female,30,No,No,0,Seaside,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),79.35,23.63,1,No,52,Yes,Offer E,2,2,3492,77,1
Male,48,No,No,0,Thousand Oaks,Yes,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,20.0,27.3,54,No,0,No,Offer B,0,3,6094,41,0
Female,79,Yes,No,0,Dillon Beach,Yes,No,Yes,No,Yes,Yes,No,No,Fiber Optic,Two Year,Yes,Electronic check,96.35,14.23,34,Yes,13,Yes,No Offer,0,4,5425,32,0
Female,34,No,No,0,Newcastle,Yes,No,No,No,No,No,No,No,No,One Year,No,Mailed check,20.75,35.5,35,No,0,No,Offer C,0,4,4261,67,0
Female,27,No,No,0,Merced,Yes,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed check,20.55,10.42,10,No,0,No,No Offer,2,3,4907,71,0
Male,52,No,No,0,West Covina,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Mailed check,95.15,1.51,18,No,28,Yes,No Offer,6,3,4643,68,1
Male,58,No,No,0,Auburn,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,One Year,No,Electronic check,81.7,49.25,27,No,4,Yes,No Offer,0,4,2445,39,0
Male,77,Yes,No,0,El Monte,No,No,Yes,No,No,Yes,No,No,DSL,Month-to-Month,No,Electronic check,40.2,0.0,1,No,12,Yes,Offer E,1,2,5828,65,1
Male,48,No,No,0,Sacramento,Yes,Yes,Yes,Yes,Yes,Yes,No,No,DSL,Month-to-Month,Yes,Bank transfer (automatic),72.45,41.23,31,No,27,Yes,No Offer,0,4,3175,77,0
Female,39,No,No,0,Penryn,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),100.05,28.13,64,Yes,18,Yes,No Offer,0,1,5452,69,1
Male,80,Yes,No,0,Patterson,Yes,Yes,No,No,No,No,No,No,Fiber Optic,Two Year,No,Electronic check,75.3,25.13,10,No,30,Yes,No Offer,7,4,4254,41,0
Female,72,Yes,No,0,Caliente,No,No,Yes,Yes,No,Yes,Yes,No,DSL,Two Year,Yes,Electronic check,56.25,0.0,34,No,28,Yes,No Offer,0,3,5597,32,0
Male,34,No,No,0,Santa Rosa,Yes,No,No,No,No,No,No,No,No,One Year,Yes,Electronic check,19.95,7.33,13,No,0,No,Offer D,0,3,2252,24,0
Female,33,No,No,0,Walnut Creek,Yes,No,No,No,Yes,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,90.1,34.21,18,Yes,19,Yes,No Offer,0,1,4260,80,1
Male,30,No,No,0,San Jose,No,Yes,No,No,No,No,No,No,Cable,Month-to-Month,No,Mailed check,29.7,0.0,1,No,69,Yes,Offer E,0,1,3383,74,1
Male,49,No,No,0,San Diego,Yes,No,Yes,Yes,No,Yes,No,No,Fiber Optic,Month-to-Month,No,Electronic check,89.8,6.24,26,No,25,Yes,Offer C,0,1,3452,71,1
Male,20,No,No,0,Elk Creek,Yes,Yes,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),87.75,13.8,15,Yes,59,Yes,No Offer,0,3,5415,61,0
Male,60,No,No,0,San Diego,Yes,No,No,Yes,No,No,No,No,DSL,Month-to-Month,No,Electronic check,53.75,15.03,11,Yes,13,Yes,Offer D,0,1,3407,91,1
Male,63,No,Yes,3,Whittier,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Electronic check,84.1,38.83,70,Yes,24,Yes,No Offer,4,4,5568,48,0
Female,44,No,No,0,Mendocino,Yes,No,No,No,No,No,No,No,No,One Year,Yes,Bank transfer (automatic),19.25,49.85,36,No,0,No,No Offer,0,3,4904,79,0
Male,28,No,No,0,Watsonville,Yes,No,No,No,No,No,No,No,No,One Year,Yes,Credit card (automatic),20.65,31.53,26,No,0,No,Offer C,0,3,2194,79,0
Male,49,No,Yes,2,Imperial,Yes,No,No,No,No,No,No,No,No,Two Year,No,Bank transfer (automatic),19.9,28.19,69,No,0,No,Offer A,10,3,6058,54,0
Female,42,No,Yes,3,Corona,Yes,Yes,No,No,No,No,No,No,Cable,Month-to-Month,No,Mailed check,51.2,2.98,1,No,26,Yes,No Offer,0,3,3699,51,0
Male,30,No,No,0,Bonita,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,70.1,13.04,8,No,85,No,No Offer,0,1,2899,75,1
Female,32,No,No,0,Willow Creek,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Bank transfer (automatic),80.95,38.71,52,Yes,21,Yes,Offer B,0,5,4924,28,0
Male,25,No,Yes,3,San Andreas,Yes,Yes,No,Yes,No,No,No,No,Fiber Optic,Two Year,No,Credit card (automatic),80.35,24.08,68,No,41,Yes,Offer A,8,3,5954,33,0
Female,67,Yes,Yes,2,El Cajon,Yes,No,Yes,Yes,No,No,Yes,No,Fiber Optic,Two Year,Yes,Credit card (automatic),96.1,45.76,62,Yes,12,No,No Offer,1,4,5868,37,0
Female,50,No,No,0,Soda Springs,Yes,No,No,Yes,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,91.4,39.62,2,Yes,7,Yes,No Offer,0,1,5100,80,1
Female,62,No,No,0,Pasadena,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank transfer (automatic),24.7,11.86,19,Yes,0,No,No Offer,0,5,3612,46,0
Male,32,No,Yes,3,San Diego,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),102.6,23.42,9,Yes,30,Yes,Offer E,8,5,4062,32,0
Male,32,No,No,0,Willows,Yes,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,19.75,27.38,24,No,0,No,No Offer,4,3,3455,34,0
Male,26,No,No,0,Tustin,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Cable,Two Year,Yes,Mailed check,81.05,20.34,61,No,51,No,No Offer,2,3,4072,20,0
Male,31,No,Yes,3,Visalia,Yes,No,Yes,Yes,Yes,No,No,No,Fiber Optic,Two Year,No,Bank transfer (automatic),90.45,8.51,72,Yes,24,Yes,Offer A,7,3,4461,35,0
Male,57,No,No,0,Upland,Yes,Yes,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,75.0,20.67,8,No,18,Yes,Offer E,8,3,5413,80,0
Female,30,No,No,0,Stockton,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Credit card (automatic),88.95,37.03,13,Yes,52,Yes,No Offer,0,3,5407,27,0
Male,50,No,Yes,2,Villa Park,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Bank transfer (automatic),54.45,12.49,30,Yes,19,Yes,No Offer,6,4,2613,38,0
